Code,Descirption
90009,Outdoors sweeping
29148,"Oven, repair & maintenance"
29141,"Ovens (non-electric), for roasting, melting etc of metals or other materials, manufacturing"
29141,"Ovens (non-electric), for roasting, melting etc of ores/non-metallic minerals, manufacturing"
29149,"Ovens nec, manufacturing"
34102,"Over-the-road tractors for semi trailers, manufacturing"
45202,Own account alteration/additions to non residential buildings
45201,Own account alteration/additions to residential buildings
45202,Own account construction of  non residential buildings
45201,Own account construction of residential buildings
45202,Own account repair and maintenance of non- residential buildings
45201,Own account repair and maintenance of residential buildings
65993,"Own account security dealing by security dealers (i.e., investing in securities with his/her own monies)"
23209,"Ozokerite, manufacturing"
51212,"Paan (betel leaf), wholesale"
52207,"Paan, bidi, cigarette etc., retail sale by specialized stores"
33115,"Pace makers, manufacturing"
74950,"Packaging activities, not incidental to transport"
21014,"Packaging paper, manufacturing"
63090,"Packing & crating and unpacking and de-crating, activity"
51498,"Packing and repacking of sorted and stripped used goods (for wholesale), activity related to recycling"
29195,"Packing and wrapping machinery, manufacturing"
25202,"Packing products of plastic (except household), manufacturing"
64201,Paging / fax / e-mail / cellular phone / video conferencing services
28992,"Pails (metal container), manufacturing"
36997,"Paint pads and rollers, manufacturing"
92142,"Painters, activity"
24222,"Paints, manufacturing"
51434,"Paints, varnishes and lacquers, wholesale"
52342,"Paints, varnishes,  retail sale by specialized stores"
15146,"Palmstearin, manufacturing"
16008,"Pan masala, manufacturing"
55205,"Pantry cars, catering services on contract, railways"
15496,"Papads, manufacturing"
51396,"Paper and other stationery items, wholesale"
21021,"Paper bags, manufacturing"
21024,"Paper board (corrugated), manufacturing"
21019,"Paper board n.e.c.,  manufacturing"
21091,"Paper cones, manufacturing"
21092,"Paper cups, manufacturing"
21091,"Paper loops, manufacturing"
26999,"Paper of asbestos yarn, manufacturing"
21092,"Paper plates, manufacturing"
21092,"Paper saucers, manufacturing"
21013,"Paper, newsprint, manufacturing"
51102,"Paper, sale through commission agents"
23202,"Paraffin wax, manufacturing"
63011,"Parcel services, incidental to land transport"
63031,"Parking lots, operation"
45401,"Parquet coverings on wall / floor, building completion activity"
20102,"Parquet flooring (wood), manufacturing"
31909,"Particle accelerators (electronic equipments), manufacturing"
20213,"Particle board, manufacturing"
29113,"Parts & accessories (engines/turbines), manufacturing"
30009,"Parts & accessories for computing machines nec, manufacturing"
32107,"Parts & accessories for electronic valves & tubes and other electronic components, manufacturing"
29246,"Parts & accessories for machinery/equipment used by construction industries, manufacturing"
29246,"Parts & accessories for machinery/equipment used by mining industries, manufacturing"
34300,"Parts & accessories for motor vehicles and other engines nec, manufacturing"
28123,"Parts & accessories of central heating boilers/ radiators, manufacturing"
28133,"Parts & accessories of Economizers/Accumulators/Soot removers etc, manufacturing"
29256,Parts & accessories of machinery for industrial preparation
29256,"Parts & accessories of machinery for manufacture of drink, manufacturing"
29256,"Parts & accessories of machinery for manufacture of food, manufacturing"
29299,"Parts & accessories of other special purpose machinery/equipment n.e.c., manufacturing"
29214,"Parts and accessories for agriculture & forestry equipment, manufacturing"
29214,"Parts and accessories for agriculture & forestry machinery, manufacturing"
31909,"Parts and accessories for electrical equipment included in this class, manufacturing"
33302,"Parts and accessories for watches & clocks, manufacturing"
35303,"Parts and accessories of air craft and space craft, manufacturing"
35923,"Parts and accessories of bicycles, manufacturing"
35923,"Parts and accessories of cycles - rickshaws, manufacturing"
35923,"Parts and accessories of invalid carriages, manufacturing"
35129,"Parts and accessories of pleasure and sporting boats, related to building and repairing activities n.e.c"
31403,"Parts and accessories such as separators, containers (electrical), manufacturing"
31506,"Parts of electric lamps and lighting equipment, manufacturing"
15435,"Parts of plants preservation, in sugar"
34202,"Parts of trailers and semi-trailers, manufacturing"
60211,Passenger bus (excluding urban / suburban) transport
60211,"Passenger bus (other than urban / suburban), transport"
34101,"Passenger bus, manufacturing"
60211,"Passenger bus, sight seeing, transport."
60212,"Passenger bus, sightseeing, urban / suburban, transport."
50101,"Passenger motor vehicles (new), retail sale"
50101,"Passenger motor vehicles (new), wholesale"
60101,Passenger railway transport
35111,Passenger ship making
60222,Passenger transport by bullock carts.
60222,Passenger transport by cycle rickshaws.
60222,Passenger transport by tongas.
34101,"Passenger vans, manufacturing"
34201,"Passenger vehicle bodies, manufacturing"
35111,Passenger/freight ship repair
15204,Pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured)
15412,"Pastries, manufacturing"
65929,Pawn shops loan lending against mortgaging of gold ornaments and other durables
1112,Peanuts growing
10300,"Peat, agglomeration"
10300,"Peat, digging"
10300,"Peat, extraction"
93020,"Pedicure and make-up, beauty treatment"
24246,"Pedicure preparations etc., manufacturing"
36991,"Pen refills, manufacturing"
36991,"Pencil leads, manufacturing"
30008,"Pencil sharpeners, manufacturing"
36991,"Pencils of all kinds, manufacturing"
36991,"Pens of all kinds, manufacturing"
66020,Pension funding
66020,"Pension funding scheme of Govt. (ie. Disbursement of pensions etc. from created pension funds etc.), activities"
66020,"Pension policy schemes by companies like ICICI / LIC etc., activities"
1122,"Peppers, growing"
36920,"Percussion instruments n.e.c., manufacturing"
30008,"Perforating or stapling machines, manufacturing"
24246,"Perfumed deodorants, manufacturing"
24249,"Perfumed paper, manufacturing"
51102,"Perfumery & cosmetics, sale through commission agents"
52312,"Perfumery articles, cosmetics and soaps, retail sale by specialized stores"
51391,"Perfumery, wholesale"
24244,"Perfumes and cologne de-eau, manufacturing"
22122,"Periodicals, publishing"
14296,"Perlite, mining"
71309,"Personal and household goods n.e.c., renting out"
52609,"Personal and household goods nec., repair service"
63090,Personal car driver services (driving vehicles)
52397,"Pesticides,  retail sale by specialized stores"
24299,"Pesticides, manufacturing"
51497,"Pesticides, wholesale"
52399,"Pet animals, retail sale by specialized stores"
93092,"Pet care services such as boarding, grooming and training pets etc."
23201,Petrol manufacturing
50500,"Petrol, retail sale by petrol pumps"
23209,"Petroleum bitumen, manufacturing"
23209,"Petroleum coke, manufacturing"
23209,"Petroleum jelly, manufacturing"
11101,"Petroleum, off shore extraction"
11102,"Petroleum, on shore extraction"
80301,PG and above courses in Science and Arts conducted in colleges and university departments
29297,"Pharmaceutical and chemical machinery, manufacturing"
52311,"Pharmaceutical and medical goods, retail sale by specialized stores"
51397,"Pharmaceutical and medical goods, wholesale"
26104,"Pharmaceutical glassware, manufacturing"
24116,"Phenol alcohols, manufacturing"
24132,"Phenolic-resins in primary forms, manufacturing"
24116,"Phenols, manufacturing"
91990,"Philatelic clubs, activities"
93094,"Photo booths (coin operated), personal services"
36109,"Photo frame, manufacturing"
30004,"Photocopier apparatus (contact type), manufacturing"
30004,"Photocopier of hermo-copying, manufacturing"
51512,"Photocopy and thermocopy machines, wholesale"
30004,"Photocopying apparatus (optical system), manufacturing"
74993,"Photocopying, services"
74940,Photographic activities
51399,"Photographic equipments, wholesale"
24294,"Photographic films, manufacturing"
24294,"Photographic plates, manufacturing"
52394,"Photographic, optical and other stores and supplies etc, retail sale by specialized stores"
22190,"Photos, publishing"
32105,"Photo-voltaic cells, manufacturing"
85194,"Physiotherapists, human health activities"
2002,"Pickets, felling timber and producing"
15136,"Pickles, manufacturing"
32308,"Pick-ups/sound heads/record cutter/aerials, manufacturing"
28995,"Picture frames (artware) of metal, manufacturing"
32204,"Picture telegraphic receivers and transmitters etc., manufacturing"
63032,"Piers & docks, operation & maintenance"
28112,"Piers & jetties (structural) of iron or steel, manufacturing"
27130,"Pig iron (hot metal), manufacturing"
24224,"Pigments of a kind used by artists or other painters, manufacturing"
24224,"Pigments of a kind used in the manufacture of paints, manufacturing"
1221,"Pigs, raising"
29244,"Pile drivers, manufacturing"
29244,"Pile excavators, manufacturing"
17214,"Pillows (except coir form), manufacturing"
63032,"Pilotage services, water transport"
28991,"Pins of metal, manufacturing"
60300,"Pipelines transport of gases, liquids, slurry and other commodities"
45203,"Pipelines, construction"
45203,"Pipelines, maintenance"
60300,"Pipelines (transportation pipelines), maintenance"
26922,"Pipes of ceramic refractory, manufacturing"
25191,"Pipes of rubber, manufacturing"
27202,"Pipes, brass, manufacturing"
29271,"Pistols, manufacturing"
12000,"Pitchblende, mining"
2002,"Pitprops, felling timber and producing"
29223,"Planning machines, manufacturing"
74140,"Planning of businesses, consultancy services"
20101,Planning of wood (other than plywood)
20109,"Planning of wood activities, nec."
1113,"Plant materials for padding, growing"
1113,"Plant materials for plaiting, growing"
1113,"Plant materials for stuffing, growing"
2001,"Planting / replanting, activities of conserving of timber tracts"
2001,Planting of timber and conserving of forests
1117,"Plants put chiefly to fungicidal or similar purposes, growing"
1117,"Plants put chiefly to insecticide purpose, growing"
26951,"Plaster statues, manufacturing"
26945,"Plasters of calcinated gypsum, manufacturing"
26945,"Plasters of calcium sulphate, manufacturing"
25203,"Plastic bathing tubs, manufacturing"
25206,"Plastic electrical insulating fittings, manufacturing"
25203,"Plastic flushing cisterns, manufacturing"
25204,"Plastic holdolls, manufacturing"
25203,"Plastic lavatory covers, manufacturing"
25203,"Plastic lavatory pans, manufacturing"
51495,"Plastic materials in primary form, wholesale"
25206,"Plastic moulded industrial accessories, manufacturing"
25202,"Plastic packing products (except household), manufacturing"
25201,"Plastic semi-finished products, manufacturing"
25205,"Plastic spectacle frames, manufacturing"
25204,"Plastic suitcases, manufacturing"
25204,"Plastic vanity bags, manufacturing"
25203,"Plastic wash basin, manufacturing"
26101,"Plate of glass, manufacturing"
27162,"Plates of not coated alloy steel hot rolled, manufacturing"
27161,"Plates of not coated non-alloy steel hot rolled, manufacturing"
27163,"Plates of not coated stainless steel hot rolled, manufacturing"
25191,"Plates of rubber, manufacturing"
28939,"Plates or sticks of cermets, manufacturing"
28939,"Plates or sticks of sintered metal carbides, manufacturing"
28999,"Platform buffers of railway/tramway of metal, manufacturing"
35129,"Pleasure and sporting boats, building and repairing activities nec"
29212,"Plough (metal), manufacturing"
20295,"Plough, wooden, manufacturing"
45301,Plumbing activity
23300,"Plutonium and uranium and its compounds, manufacturing"
20232,"Plywood chest, manufacturing"
20211,"Plywood, manufacturing"
25119,"Pneumatic tyres (rubber), manufacturing"
15319,"Poha / muri, manufacturing"
33201,"Polarizing elements, manufacturing"
24242,Polish for footwear manufacturing
24242,"Polishes & creams for coachworks, manufacturing"
24242,"Polishes & creams for floor, manufacturing"
24242,"Polishes & creams for furniture, manufacturing"
24242,"Polishes & creams for glass or metal, manufacturing"
29224,"Polishing machines, manufacturing"
26993,"Polishing stones, manufacturing"
91920,"Political organizations, activities"
80302,Polytechnic conducting technical Diploma courses
24132,"Polyurethane in primary form, manufacturing"
35116,"Pontoons, construction"
26911,"Porcelain articles, manufacturing"
15113,"Pork, slaughtering"
15113,"Pork-slaughtering, preparation"
29196,"Portable or mobile platform scale, manufacturing"
93093,"Porters, services"
26942,"Portland cement (not clinker form), manufacturing"
45203,"Ports, construction"
45203,"Ports, maintenance"
22190,"Post cards, publishing"
30003,"Postage franking machines, manufacturing"
64110,"Postal Life Insurance, National Postal activity"
64110,Postal saving and other financial activity
22190,"Posters and similar other printed matters, publishing"
20221,"Posts of timber, manufacturing"
14219,"Potash bearing salts / minerals, mining"
1119,"Potatoes, growing"
32103,"Potentiometers, manufacturing"
15114,"Poultry and other slaughtering, preparation"
1407,"Poultry caponizing, activity"
1222,Poultry eggs production
1222,Poultry hatchery operation
15114,"Poultry, slaughtering"
51213,"Poultry, wholesale"
15134,"Powder of fruit, manufacturing"
15201,"Powder of ice-cream, manufacturing"
15201,"Powder of milk, manufacturing"
15134,"Powder of vegetable, manufacturing"
31200,"Power capacitors/other bases equipped with electricity distributors/control apparatus, manufacturing"
45204,"Power transmission lines, construction / erection"
45204,"Power transmission lines, maintenance"
36911,"Precious and semi-precious stone jewellery, manufacturing"
36911,"Precious metal (other), manufacturing"
13204,"Precious metal ores, mining"
51398,"Precious metals, wholesale"
20222,Prefabricated buildings predominantly of wood manufacturing
1114,Preliminary processing of tobacco
24246,"Preparation for care of the skin (other than medicaments), manufacturing"
17111,Preparation of cotton fiber including blended cotton
17119,Preparation of jute/mesta (not charkha)
17139,"Preparation of textile fibre (khadi/handloom), n.e.c."
17119,Preparation of yarn from natural and blended natural fibres n.e.c. (not charkha)
24247,"Preparations for permanent waving of hair etc, manufacturing"
24247,"Preparations for straightening of hair etc, manufacturing"
24221,"Prepared colours (used in ceramic enameling or glass industry), manufacturing"
24295,"Prepared glues, manufacturing"
15138,"Prepared meals of vegetables, manufacturing"
24221,"Prepared opacifiers (used in ceramic enameling or glass industry), manufacturing"
24221,"Prepared pigments (used in ceramic enameling or glass industry), manufacturing"
36991,"Prepared typewriter ribbons, manufacturing"
24242,"Prepared wax, manufacturing"
32305,"Pre-recorded cassettes (audio & video), manufacturing"
92141,"Presentation of drama / other theatrical forms, to audience"
15139,Preservation  (freezing) of fruits
15139,Preservation (freezing) of vegetables
15139,Preservation (n.e.c) of fruits
15139,Preservation (n.e.c) of vegetables
15123,Preservation (radiation) of  fish
15123,Preservation (radiation) of food similar to fish
15133,Preservation (radiation) of fruits
15133,Preservation (radiation) of vegetables
15139,Preservation (roasting) of nuts
15435,"Preservation in sugar, of fruit peals"
15435,"Preservation in sugar, of fruits"
15435,"Preservation in sugar, of nuts"
15435,"Preservation in sugar, of parts of plants"
15127,Preservation of  other sea food
15127,Preservation of crustacean
15129,"Preservation of fish n.e.c.,"
15129,Preservation of fish products nec
92322,Preservation of historical sites and buildings
15115,Preservation of meat
15115,Preservation of meat except by canning
15127,Preserving of fish crustacean and similar foods
15119,"Preserving of meat products, n.e.c."
15129,"Preserving of other fish and fish products, n.e.c."
15119,"Preserving of other meat, n.e.c."
24246,"Pre-shave/shave/after-shave preparations, manufacturing"
36992,"Press fastens, manufacturing"
28910,Pressing of metal
33121,"Pressure controllers, manufacturing"
28997,"Pressure cookers, of metal, manufacturing"
31402,"Primary batteries, manufacturing"
31402,"Primary cells, manufacturing"
80101,"Primary education, including pre-primary & upper-primary education"
80103,"Primary level, informal adult education programme carried out"
80101,Primary schools carrying out education activity
32104,"Printed circuits, manufacturing"
51524,"Printed circuits, wholesale"
32204,"Printer-type receivers, manufacturing"
22212,Printing (alone) of atlases
22212,Printing (alone) of books
22212,Printing (alone) of directories
22212,Printing (alone) of journals
22212,Printing (alone) of maps
22211,Printing (alone) of newspapers
22212,Printing (alone) of pamphlets
22212,Printing (alone) of periodicals
22212,Printing (alone) of schedules
22212,Printing (alone) of sheet music
22219,"Printing and allied activities, n.e.c."
22211,Printing but not publishing of newspapers
24223,"Printing inks, manufacturing"
22213,Printing of bank notes
22213,Printing of currency notes
21012,"Printing paper, manufacturing"
33201,"Prisms, manufacturing"
75232,"Prisons under State Govt., administration and operation"
75231,"Prisons under Union Govt., administration and operation"
60221,"Private bus travel service (including overnight bus service), non-scheduled"
60221,"Private car with operator, renting out of."
74920,"Private detective agencies, activities"
95000,Private households activity as employers of babysitters
95000,Private households activity as employers of butlers
95000,Private households activity as employers of care-takers
95000,Private households activity as employers of chauffeurs (domestic)
95000,Private households activity as employers of cooks
95000,Private households activity as employers of domestic personnel n.e.c.
95000,Private households activity as employers of gardeners
95000,Private households activity as employers of gate-keepers
95000,Private households activity as employers of laundresses
95000,Private households activity as employers of maids
95000,Private households activity as employers of secretaries etc.
95000,Private households activity as employers of stable-lads
95000,Private households activity as employers of tutors
95000,Private households activity as employers of valets
95000,Private households activity as employers of waiters
95000,"Private households as employers of domestic staff, activity"
51225,"Processed / manufactured spices, wholesale"
15499,"Processed food n.e.c., manufacturing, except farinaceous and malted food products"
24298,"Processed salt, manufacturing"
15491,Processing and blending of tea
15124,Processing and canning of fish
15126,Processing and canning of frog legs
15116,Processing and canning of meat
15314,"Processing and grinding of grain other than floor, rice & dal"
15319,Processing and milling n.e.c. of grains
27204,Processing for production of zinc
15493,Processing of edible nuts
15127,Processing of fish crustacean and similar foods
15119,"Processing of meat products, n.e.c."
23300,Processing of nuclear fuel
15129,"Processing of other fish and fish products, n.e.c."
15119,"Processing of other meat, n.e.c."
15495,Processing of spices
72300,Processing or tabulation of all types of data of another firms undertaken by a computer firm
27203,"Processing, smelting, refining for production of aluminum"
29198,"Producer gas or water gas and acetylene gas generators, manufacturing"
72211,"Production / Supply / Installation of original application software like MS-office, oracle etc.(wide & general application) by software firms"
72213,Production / Supply / Installation of specific field application software like Tally (used for computerizing accounts)
92141,"Production and presentation to audience, art and craft exhibitions"
92141,"Production and presentation to audience, dance programmes"
92141,"Production and presentation to audience, light and sound shows"
92141,"Production and presentation to audience, magician shows"
92141,"Production and presentation to audience, musical concerts"
92131,"Production and taping of radio programme for future broadcasting, activities"
92132,"Production and taping of television programme for future telecast, activities"
27209,Production as powders/plates/rods/tubes etc of other non-ferrous metals like nickel etc
1229,Production of animal products n.e.c.
1211,Production of bovine semen
92141,Production of drama / other theatrical forms
1222,Production of eggs of poultry
15519,Production of ethyl alcohol using fermented materials n.e.c.
15118,Production of flours of meat
15118,Production of flours of meat offal
40200,Production of gas
23201,Production of gaseous fuels
1212,Production of goat milk
1223,Production of honey
23201,Production of liquid fuels
15118,Production of meals of meat
15118,Production of meals of meat offal
15119,"Production of meat products, n.e.c."
15119,"Production of other meat, n.e.c."
27209,"Production of other non-ferrous base metals like lead, nickel, maganese etc"
1211,Production of raw milk of cattle
14222,Production of salt by evaporating of pans
1122,Production of seeds of special horticultural flower varieties
1122,Production of seeds of special horticultural fruits
1122,Production of seeds of special horticultural vegetables
1213,Production of shorn wool
1224,Production of silk worm cocoons
92111,"Production, motion pictures"
72214,"Production, supply and documentation of ready-made (non-customized) computer games software for all platforms"
72212,"Production, supply and documentation of ready-made (non-customized) operating systems software"
72211,"Production, supply and documentation of ready-made (non-customized) software"
72213,"Production, supply and documentation of ready-made (non-customized) software for business & other applications, where the application is by & large spelt out clearly"
92113,"Production, video"
16009,"Products n.e.c. of tobacco, manufacturing"
23101,Products of coke through coke oven
20292,"Products of cork, manufacturing"
26999,"Products of glass wool for heat insulating, manufacturing"
20298,"Products of pith, manufacturing"
51431,"Products of primary processing of wood, wholesale"
15322,"Products of sago, manufacturing"
23101,"Products of semi-coke, manufacturing through coke oven"
20298,"Products of shalapith, manufacturing"
91120,"Professional organizations, activities"
25191,"Profile-shapes of rubber, manufacturing"
72293,Programmes of any kind writing following directives of the users
74140,"Project management of businesses, consultancy services"
92120,"Projection, motion picture"
1403,"Promoting of growth of a new variety / strain of crop, activity"
92413,"Promotion and production of sporting events, activities"
1403,"Protecting of a new variety/strain of crop from disease and insects, activity"
55206,Providing meals on the road side (small open area)
74920,"Providing security personnel, business activity"
74910,"Providing workers to factories etc. (not farm labour), services by contractor"
64201,Provision of basic telecom services
64201,"Provision of basic telecom services: telephone, telex and telegraph"
74910,"Provision of personnel, business activity"
55103,Provision of short term lodging/camping facility to members of a particular organization
55109,Provision of short-stay accommodation n.e.c.
64202,Provision of value added telecom services n.e.c.
75232,Public order and safety activities of the State governments
75231,Public order and safety activities of the Union government.
74140,"Public relations, consultancy services (not by way of paid advertisements, politics / lobbying etc.)"
22110,Publishing of books
22110,Publishing of brochures
22190,Publishing of forms
22190,Publishing of greeting cards
22122,Publishing of journals
22110,Publishing of musical books
22121,Publishing of newspapers
22110,Publishing of other publications n.e.c.
22122,Publishing of periodicals
22190,Publishing of photos
22190,Publishing of post cards
22190,Publishing of posters and similar other printed matters
22130,Publishing of recorded media
22130,Publishing of sheet music
22190,Publishing of time-tables
21094,"Pulp dolls, manufacturing"
21011,"Pulp, manufacturing"
10103,Pulverizing of coal
10203,Pulverizing of lignite
14292,"Pumic stone, mining and quarrying"
60300,"Pump stations, operation of."
11203,"Pumping oil well casings, service activity of gas extraction, off shore"
11204,"Pumping oil well casings, service activity of gas extraction, on shore"
11201,"Pumping oil well casings, service activity of oil extraction, off shore"
11202,"Pumping oil well casings, service activity of oil extraction, on shore"
1121,"Pumpkins, growing"
29121,"Pumps, manufacturing"
29128,"Pumps, repair & maintenance"
30007,"Punch tape readers, manufacturing"
28939,"Punches of metal, manufacturing"
70102,"Purchase, sale letting of leased  non-residential buildings"
70101,"Purchase, sale letting of leased residential buildings"
70102,Purchasing on lease of non-residential buildings
70101,Purchasing on lease of residential buildings
41000,Purification of water for community distribution
29197,"Purifying apparatus (for liquids and gases), manufacturing"
29197,"Purifying machinery (for liquids and gases), manufacturing"
35991,"Pushcarts, manufacturing"
14211,"Pyrrhotites (for sulphur), mining"
14103,Quarrying of building and monumental stone n.e.c.
14102,Quarrying of granite
14101,Quarrying of marble
14103,Quarrying of slate
14103,Quarrying of slate and building and monumental stone other than marble and granite
14297,"Quartz, quartzite and fuch. quartzite, mining"
26944,"Quick lime, manufacturing"
17214,"Quilts, manufacturing"
26954,"R.C.C. blocks, manufacturing"
26954,"R.C.C. bricks, manufacturing"
92191,"Race tracks, operation"
35921,"Racing bicycles, manufacturing"
34105,"Racing cars, manufacturing"
33124,"Radar apparatus and radio remote control apparatus, manufacturing"
45309,"Radar plant, installation"
63033,"Radar stations etc., operation & maintenance"
33125,"Radiation detectors and counters, manufacturing"
15123,Radiation preservation of fish and similar food
15133,Radiation preservation of fruits
15133,Radiation preservation of vegetables
34300,"Radiators for motor vehicles, manufacturing"
28123,"Radiators of metal, manufacturing"
92131,Radio activities
63033,"Radio bacons, operation & maintenance"
32201,"Radio broadcasting apparatus, manufacturing"
33124,"Radio remote control apparatus, manufacturing"
32202,"Radio telephones, manufacturing"
32202,"Radio telephony apparatus, manufacturing"
32208,"Radio transmitters of line telegraphy apparatus, repair and maintenance"
32208,"Radio transmitters of line telephony apparatus, repair and maintenance"
51395,"Radio, television & other consumer electronics, wholesale"
32202,"Radio-telegraphy apparatus, manufacturing"
35201,"Rail  locomotives, manufacturing"
45203,"Rail-beds, construction"
45203,"Rail-beds, maintenance"
34202,"Rail-road trailers, manufacturing"
71110,"Railroad vehicles, renting out (without operator), including containers"
27151,"Rails of alloy steel, manufacturing"
27152,"Rails of non-alloy steel, manufacturing"
27153,"Rails of stainless steel, manufacturing"
35208,"Railway and tram way, locomotives, repair and maintenance"
55205,"Railway pantry cars, contract catering services"
20103,"Railway sleepers, manufacturing"
63031,"Railway stations, operation"
60109,Railway transport n.e.c.
35202,"Railway(Self-propelled) coaches, manufacturing"
35202,"Railway(Self-propelled) trucks, manufacturing"
35202,"Railway(Self-propelled) vans, manufacturing"
28999,"Railway, fixtures or fittings nec of metal, manufacturing"
60231,"Railways, freight transport"
60101,"Railways, passenger, transport."
18102,"Rain coats, of plastic sheeting, manufacturing"
18102,"Rain coats, of water proof textile fabrics, manufacturing"
1229,Raising in captivity of semi-domesticated animals
1229,Raising in captivity of wild live animals including birds and reptiles
1223,Raising of bees
1222,Raising of broiler poultry
1229,Raising of frog farms
1229,Raising of land mollusc farms
1222,Raising of other domesticated birds
1222,Raising of other poultry
1221,Raising of pigs
1224,Raising of silk worms
1221,Raising of swine
1211,Ranching of cattle (including yak and buffalo)
33126,"Rangefinders, manufacturing"
19111,"Raw hides, flaying & curing"
51222,"Raw milk, wholesale"
51493,"Raw silk, wholesale"
19111,"Raw skin, flaying & curing"
51492,"Raw wool, wholesale"
28931,"Razors/razor blades, manufacturing"
52322,"Readymade garments, hosiery goods, retail sale by specialized stores"
15318,"Readymade mixed powders (other) like idli, gulabjamun etc."
70109,Real Estate Activities nec. of leased in property
70109,"Real Estate Activities nec., of owned property"
70200,Real estate activities on a fee or contract basis.
70109,Real estate activities with own or leased property n.e.c.
1214,Rearing of camel
1211,Rearing of cattle (including yak and buffalo)
1212,Rearing of goats
1212,"Rearing of goats, production of milk"
1214,Rearing of horses
1214,Rearing of mules and other pack animal
1213,Rearing of sheep
32101,"Receiver or amplifier valves or tubes, manufacturing"
63090,"Receiving & acceptance of freight, activity of"
32302,"Reception apparatus for radio broadcasting (includes sound recording/reproducing apparatus and clock), manufacturing"
32205,"Reception apparatus for radio-telegraphy, manufacturing"
32205,"Reception apparatus for radio-telephony, manufacturing"
31404,Re-charging/re-conditioning of batteries
32305,"Record decks, manufacturing"
22130,Recorded audio cassettes releasing
22130,"Recorded audio CD, releasing"
22130,"Recorded CVD, releasing"
22130,"Recorded DVD, releasing"
22300,"Recorded media n.e.c., reproduction"
92490,Recreational activities nec.
92490,"Recreational fishing, activity"
15519,Rectifying of spirits; ethyl alcohol production from fermented materials n.e.c.
29198,"Rectifying plants, manufacturing"
37100,Recycling of metal waste and scrap
37200,Recycling of non-metal waste and scrap
1111,"Red Gram, growing"
14213,"Red oxide, mining"
16001,Redrying of tobacco leaf
27204,Refining for production of zinc
15117,Refining of lard
15117,Refining of other edible animal fats
26922,"Refractory ceramic products that can withstand the high temperature encountered in metallurgical operations n.e.c., manufacturing"
52603,"Refrigerator and other similar items, repair service"
29191,"Refrigerators (commercial purposes), manufacturing"
34102,"Refuse collector lorries, manufacturing"
75132,Regulatory activities of water and sanitation by State governments towards efficient functioning.
75131,Regulatory activity of agricultural marketing by Union government for efficient functioning.
75123,"Regulatory agencies of the local government bodies for cultural and other social services, excluding social security"
75123,Regulatory agencies of the local government bodies for education services
75123,Regulatory agencies of the local government bodies for health services
75133,Regulatory agencies of the local government bodies for more efficient operation of   business.
75132,Regulatory agencies of the State government for more efficient operation of   business.
75122,"Regulatory agencies of the State governments for cultural and other social services, excluding social security"
75122,Regulatory agencies of the State governments for education services
75122,Regulatory agencies of the State governments for health services
75121,"Regulatory agencies of the Union government for cultural and other social services, excluding social security"
75121,Regulatory agencies of the Union government for education services
75121,Regulatory agencies of the Union government for health services
75131,Regulatory agencies of the Union government for more efficient operation of   business.
75131,"Regulatory and administrative activities of tax collecting agencies, of Union government."
75133,"Regulatory and administrative activities, of tax collecting agencies, of local self-government, for efficient functioning."
75133,"Regulatory and administrative activities, roads and buildings, by local self-government, for efficient functioning."
75141,"Regulatory services of the like of Directorate General of Supplies and Disposal of Union Govt., in centralized purchases & supply"
75132,"Regulatory/ administrative activities in education by State governments, towards efficient functioning."
85110,"Rehabilitation centres, activities"
28993,"Re-inforced safes of metal, manufacturing"
32201,"Relay transmitters for industrial use, manufacturing"
31200,"Relays (electricity distribution / control), manufacturing"
22130,Releasing of recorded audio cassettes
22130,Releasing of recorded audio CD
22130,Releasing of recorded CVD
22130,Releasing of recorded DVD
91910,"Religions organizations, activities"
55102,"Religious / charitable organizations, service, room accommodation"
90002,Removal of human wastes
24229,"Removers of prepared other paints / varnishes, manufacturing"
15117,Rendering of lard
15117,Rendering of other edible animal fats
71110,"Renting  (without operator), including containers, railroad vehicles"
71220,"Renting  (without operator), of civil engineering machinery"
71110,"Renting (without operator), caravans"
71110,"Renting (without operator), including containers, semi-trailer"
71110,"Renting (without operator), including containers, trailer"
71110,"Renting (without operator), motorcycles"
71220,"Renting (without operator), of construction machinery & equipment"
71110,"Renting (without operator), scooters"
71210,Renting of agricultural machinery and equipment
1406,Renting of agricultural machinery with operators
71210,Renting of agriculture machinery (without operator)
71130,Renting of air transport equipment
71130,"Renting of air transport equipment (without operator),"
71309,Renting of bicycle
71303,"Renting of books, journals and magazines etc."
71230,Renting of computers (without operator)
71220,Renting of construction and civil engineering machinery and equipment.
45500,Renting of construction or demolition equipment with operator
71309,Renting of costumes (household) and musical instruments (household)
71301,Renting of crockery and utensils
71301,Renting of electrical appliances
71309,Renting of footwear
71301,Renting of furniture
71130,Renting of helicopter (without operator)
71110,Renting of land transport equipment
71230,Renting of office equipment
71230,Renting of office machinery
71230,Renting of office machinery and equipment [including computers]
71290,Renting of other machinery and equipment n.e.c.
71309,Renting of personal and household goods n.e.c.
71210,Renting of rubber rolling machine
71301,Renting of tableware
71301,Renting of tents
71210,Renting of tractor (without operator)
71302,"Renting of Video cassettes, CDs, audio cassettes and records"
71120,Renting of water transport equipment
71120,"Renting out (without operator) of steamer, transport equipment"
71110,Renting out (without operator) of trucks
